detect_id,lat,lon,confidence,matched_mmsi,match_confidence,time_gap_minutes,distance_meters,position_score,heading_score,size_score,speed_score,type_score,temporal_score,is_dark_ship,is_ambiguous
113,37.23058168919631,-76.11411769221579,0.5879790782928467,UNKNOWN,0.0,0.0,2493.6539618848533,0.044286851477840394,0.5,0.5200279273494386,0.8661198375962534,0.2,1.0,True,False
115,36.21925371559503,-75.7997977998665,0.5847618579864502,UNKNOWN,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,True,False
118,36.83970675144197,-75.80146778932064,0.5817793011665344,UNKNOWN,0.0,0.0,813.1998968841476,0.3618592803284824,0.3617989288399626,0.4582321413049229,0.5211491867974894,0.2,1.0,True,False
119,36.9656626575016,-76.11334381195985,0.575624406337738,UNKNOWN,0.0,0.0,7982.020482083847,4.6431817924590765e-05,0.5,0.0,0.8014688971376682,1.0,1.0,True,False
122,36.92575539008159,-76.12719340561105,0.5677775740623474,UNKNOWN,0.0,0.0,5174.782766992774,0.0015515847380060302,0.5,0.0,0.8156407365337719,1.0,1.0,True,False
123,37.02687194380852,-76.05366977684277,0.5668766498565674,UNKNOWN,0.0,0.016666666666666666,8524.433229615268,2.3674700316570374e-05,0.10539922456186433,0.4763747025833301,0.40986356517243794,0.2,0.9994445987368581,True,False
125,36.91727690083297,-75.96591526994575,0.5636680722236633,UNKNOWN,0.0,0.0,2626.1337206624203,0.03752803028991012,0.04735892439114093,0.4153773910808343,0.46176947441809113,0.2,1.0,True,False
127,36.759019604897325,-75.6167276233461,0.5449628233909607,UNKNOWN,0.0,0.0,3313.5093378408587,0.015892838622763018,0.5,0.482364145823573,0.8678934750385681,0.2,1.0,True,False
128,37.01752109192656,-75.93348759535705,0.5361152291297913,UNKNOWN,0.0,0.0,9651.900154042598,5.7582601132817994e-06,0.07808166600115317,0.4390040371663469,0.49404195078618024,0.2,1.0,True,False
130,36.91635990763719,-75.92294941118425,0.5224485397338867,UNKNOWN,0.0,0.0,5535.004112583298,0.000989060415515944,0.3499377491111553,0.43993155467827033,0.4950618986829051,0.2,1.0,True,False
131,37.006191123180336,-76.02773220709292,0.5189962387084961,UNKNOWN,0.0,0.0,8690.06097496079,1.9162099413376993e-05,0.3499377491111553,0.4413711470409424,0.4970856331605737,0.2,1.0,True,False
